736063 7515418.4920 4692554.6300 0.0000 "90376"
736064 7515427.3510 4692521.3870 0.0000 "90375"
736152 7515359.3600 4692531.5100 0.0000 "90374"
736164 7515336.0410 4692534.9790 0.0000 "90765"
736165 7515312.3600 4692538.5000 0.0000 "90766"
736166 7515289.0100 4692541.9800 0.0000 "90767"
736167 7515265.8300 4692545.4300 0.0000 "90768"
736182 7515258.7060 4692546.4900 0.0000 "90769"
736183 7515250.3650 4692581.5350 0.0000 "90770"
736184 7515357.7270 4692565.8670 0.0000 "90771"
736185 7515378.6200 4692565.8200 0.0000 "92106"
736186 7515378.3600 4692567.1130 0.0000 "90761"
736187 7515384.5550 4692567.9430 0.0000 "90762"
736188 7515388.3430 4692552.7450 0.0000 "90763"
